Day,Susceptible,Infected,Recovered
1,998.95005,0.94995,0.1
2,998.9026023700002,0.9024026299998751,0.194995
3,998.8575317532255,0.857232983774508,0.2852352629999875
4,998.81471907211,0.81432236651258,0.3709585613774383
5,998.774051213823,0.773557988148442,0.4523907980286963
6,998.7354207315394,0.7348326716171895,0.5297465968435405
7,998.6987255606667,0.6980445753282143,0.6032298640052595
8,998.6638687492784,0.6630969291836342,0.6730343215380808
9,998.6307582020457,0.6298977834979854,0.7393440144564443
10,998.5993064369895,0.5983597702044059,0.8023337928062428
11,998.5694303544133,0.5683998757602611,0.8621697698266835
12,998.5410510174057,0.539939225191807,0.9190097574027096
13,998.5140934433352,0.5129028767430539,0.9730036799218903
14,998.4884864057855,0.48721962661852697,1.0242939675961957
15,998.464162246409,0.4628218233331505,1.0730159302580484
16,998.4410566962039,0.4396451912050199,1.1192981125913635
17,998.41910870574,0.4176286625484251,1.1632626317118655
18,998.3982602838884,0.39671421814516106,1.205025497966708
19,998.378456344627,0.37684673559194554,1.2446969197812243
20,998.3596445615191,0.35797384514069086,1.2823815933404188
21,998.3417752294793,0.3400457926664708,1.318178977854488
22,998.3248011334638,0.3230153094153217,1.352183557121135
23,998.308677423737,0.3068374882005453,1.3844850880626671
24,998.2933614973855,0.29146966573196614,1.4151688368827215
25,998.2788128857666,0.27687131077767374,1.4443158034559183
26,998.2649931475943,0.2630039178721695,1.4720029345336856
27,998.2518657673807,0.24983090629857513,1.4983033263209025
28,998.2393960589637,0.237317524085663,1.52328641695076
29,998.2275510738679,0.22543075677297075,1.5470181693593263
30,998.2162995142544,0.21413924070918425,1.5695612450366234
31,998.2056116502323,0.20341318066034153,1.5909751691075418
32,998.1954592413114,0.19322427151524615,1.611316487173576
33,998.1858154617893,0.18354562388580797,1.6306389143251006
34,998.1766548298766,0.17435169340987208,1.6489934767136813
35,998.167953140372,0.1656182135734744,1.6664286460546684
36,998.1596874007097,0.15732213187839697,1.682990467412016
37,998.1518357702108,0.149441549189405,1.6987226805998557
38,998.1443775023777,0.14195566210365196,1.713666835518796
39,998.1372928900785,0.13484470819245614,1.7278624017291613
40,998.1305632134787,0.12808991397299907,1.741346872548407
41,998.12417069058,0.12167344547449094,1.7541558639457069
42,998.118098430237,0.11557836127000644,1.766323208493156
43,998.1123303875285,0.10978856785153088,1.7778810446201565
44,998.106851321363,0.10428877723178782,1.7888599014053095
45,998.1016467542095,9.906446666215778e-2,1.7992887791284882
