Day,Susceptible,Infected,Recovered
1,998.75025,1.1497499999999998,0.1
2,998.4631717250156,1.3218532749843748,0.214975
3,998.1332162716416,1.519623400859937,0.3471603274984375
4,997.7540196234861,1.746857708929438,0.49912266758443125
5,997.3182860482874,2.007905513235149,0.673808438477375
6,996.8176558270358,2.3077451831632807,0.8745989898008899
7,996.242555541104,2.6520709507786915,1.105373508117218
8,995.582029055734,3.0473903410708445,1.3705806031950871
9,994.823547290962,3.5011330717357994,1.6753196373021715
10,993.9527948854715,4.021772170052697,2.0254329444757513
11,992.9534319632673,4.6189578752515486,2.427610161481021
12,991.8068294446862,5.30366460630759,2.889505949006176
13,990.4917767502812,6.088350840081814,3.4198724096369353
14,988.9841613900134,6.987131116341558,4.028707493645117
15,987.2566208881091,8.015958506611684,4.727420605279272
16,985.2781688610049,9.192814683054701,5.529016455940441
17,983.0137989566052,10.537903119148904,6.448297924245912
18,980.4240729120575,12.07383885178182,7.502088236160803
19,977.4647023463705,13.825825532290581,8.709472121338985
20,974.0861382367171,15.82180708871484,10.092054674568043
21,970.233187494974,18.092577121586494,11.674235383439527
22,965.8446828023051,20.671824102096718,13.483493095598176
23,960.8532399540965,23.59608454009571,15.550675505807847
24,955.1851463839511,26.90456965623157,17.91028395981742
25,948.7604350575799,30.638824016979605,20.600740925440576
26,941.4932090565794,34.8421676162822,23.664623327138536
27,933.2922930066942,39.558866904539165,27.148840088766754
28,924.0622966061732,44.832976614606245,31.10472677922067
29,913.7051807726272,50.706794786691596,35.588024440681295
30,902.1224154983835,57.21888058226607,40.65870391935046
31,889.2178068076366,64.40160121478631,46.38059197757707
32,874.9010441608585,72.27820374008576,52.8207520990557
33,859.0919751802904,80.85945234664526,60.04857247306428
34,841.7255485231714,90.13993376909974,68.1345177077288
35,822.7572772242619,100.09421169109922,77.14851108463878
36,802.1689669550425,110.67310079120871,87.15793225374871
37,779.9743352221936,121.80042244493664,98.22524233286958
38,756.2240343406257,133.37068108201092,110.40528457736325
39,731.0095057129769,145.24814160145866,123.74235268556434
40,704.4650626635242,157.26777049076549,138.26716684571022
41,676.7676502150917,169.23840589012138,153.99394389478678
42,648.1338806449904,180.9483348712106,170.91778448379893
43,618.8141940259087,192.17318800317128,189.01261797092
44,589.0843199140157,202.68574331474713,208.22993677123713
45,559.234571599807,212.26691729748106,228.49851110271186
46,529.5578219598899,220.71697520765008,249.72520283245996
47,500.33722179475535,227.86587785201962,271.79690035322494
48,471.8347767281797,233.5817351333933,294.5834881384269
49,444.2817802670683,237.77655808116535,317.94166165176625
50,417.87183213454927,240.40885040556782,341.7193174598828
51,392.7568104394654,241.48298706009487,365.76020250043956
52,369.04578849618605,241.0457102973648,389.90850120644905
53,346.8065624411075,239.18036532270688,414.0130722361855
54,326.0692323658634,235.99965886568023,437.93110876845617
55,306.8311754646289,231.63774988034672,461.5310746550242
56,289.0627546951868,226.24239566175416,484.6948496430589
57,272.71319216548056,219.967718625285,507.31908920923433
58,257.7161674855656,212.9679714426714,529.3158610717628
59,243.99484513622045,205.39249664774943,550.6126582160299
60,231.46616753329312,197.3819245859018,571.1519078808049
61,220.04435812723207,189.06554153337265,590.8901003393951
62,209.64365669455995,180.55968881270752,609.7966544927324
63,200.180358340978,171.96701828501872,627.8526233740031
64,191.57425350519685,163.376421292298,645.049325202505
65,183.7495745178412,154.86345815042384,661.3869673317348
66,176.63555088196574,146.49113597125694,676.8733131467771
67,170.16666525656376,138.3109079995332,691.5224267439029
68,164.28268876084178,130.36379369530187,705.3535175438562
69,158.9285601245098,122.68154296210366,718.3898969133865
70,154.05415988030472,115.28778891009837,730.6580512095968
71,149.61401901405395,108.19915088533932,742.1868301006067
72,145.56699155958805,101.4262632512713,753.0067451891406
73,141.87591255793345,94.97471592779875,763.1493715142677
74,138.5072564348867,88.84590045806561,772.6468431070476
75,135.43080595540326,83.03776089174248,781.5314331528542
76,132.61933823482806,77.54545252314341,789.8352092420284
77,130.04833158564318,72.36191392001396,797.5897544943427
78,127.69569504173275,67.478359071923,804.8259458863441
79,125.54152105124155,62.8846971552219,811.5737817935365
80,123.56786091831323,58.569887572628026,817.8622515090586
81,121.7585219879193,54.522237745759156,823.7192402663214
82,120.0988852170699,50.72965074203263,829.1714640408974
83,118.57574159167756,47.17982929322173,834.2444291151006
84,117.17714578002443,43.860442175552684,838.9624120444228
85,115.89228542332917,40.75925831469269,843.3484562619781
86,114.71136452376678,37.86425338278581,847.4243820934473
87,113.62549948071353,35.16369308756048,851.2108074317259
88,112.62662643304839,32.64619682646958,854.7271767404819
89,111.70741867943974,30.300784897431257,857.9917964231289
90,110.86121306322649,28.11691202390138,861.021874912872
91,110.08194431958606,26.084489565151678,863.8335661152622
92,109.3640864876071,24.19389844061547,866.4420150717774
93,108.70260058722414,22.435994496936885,868.861404915839
94,108.09288785007972,20.80210778438762,871.1050043655326
95,107.53074787413395,19.284036981894626,873.1852151439714
96,107.01234114446005,17.87404001337906,875.1136188421608
97,106.53415542757469,16.564821728926518,876.9010228434987
98,106.09297560439981,15.349519379208747,878.5575050163914
99,105.6858565581404,14.221686487547286,880.0924569543122
100,105.31009877860596,13.175275618326998,881.5146256030669
101,104.96322638440562,12.204620450694641,882.8321531648995
102,104.6429672995801,11.304417490450678,884.052615209969
103,104.3472353521316,10.469707688854118,885.183056959014
104,104.07411408906239,9.695858183037927,886.2300277278995
105,103.82184212637918,8.97854432741735,887.1996135462033
106,103.58879987345773,8.31373214759707,888.097467978945
107,103.37349748954799,7.697661316747104,888.9288411937047
108,103.17456394634745,7.1268287282729315,889.6986073253794
109,102.99073708475748,6.597972717035604,890.4112901982066
110,102.82085456640932,6.1080579636801975,891.0710874699103
111,102.66384563151763,5.654261102203868,891.6818932662783
112,102.51872358427839,5.233957039222719,892.2473193764987
113,102.38457893553938,4.844705984039463,892.7707150804209
114,102.26057313997879,4.484241181196109,893.2551856788249
115,102.14593287165704,4.15045733139825,893.7036097969445
116,102.03994478766712,3.8413996822483454,894.1186555300843
117,101.94195073479612,3.5552537668945066,894.5027954983092
118,101.85134335870751,3.29033576629367,894.8583208749986
119,101.76756207923296,3.0450834691388557,895.187354451628
120,101.69008939898745,2.8180478024704785,895.4918627985419
