Day,Susceptible,Infected,Recovered
1,999,1,0
2,998,1,1
3,997,1,2
4,996,2,2
5,995,3,2
6,995,3,2
7,994,3,3
8,990,7,3
9,987,9,4
10,985,11,4
11,983,12,5
12,981,12,7
13,976,16,8
14,971,17,12
15,969,17,14
16,962,22,16
17,952,30,18
18,941,39,20
19,925,54,21
20,903,69,28
21,882,83,35
22,852,106,42
23,825,124,51
24,783,152,65
25,748,171,81
26,696,200,104
27,648,220,132
28,595,244,161
29,530,285,185
30,468,323,209
31,403,356,241
32,342,387,271
33,286,400,314
34,240,400,360
35,197,413,390
36,154,409,437
37,125,413,462
38,104,396,500
39,83,378,539
40,69,357,574
41,57,341,602
42,47,318,635
43,34,302,664
44,32,275,693
45,27,262,711
46,23,239,738
47,22,213,765
48,19,197,784
49,19,176,805
50,18,155,827
51,18,141,841
52,18,130,852
53,17,115,868
54,17,101,882
55,17,89,894
56,17,76,907
57,17,67,916
58,17,58,925
59,17,54,929
60,17,46,937
61,17,40,943
62,17,35,948
63,17,32,951
64,17,27,956
65,17,26,957
66,17,25,958
67,17,22,961
68,17,21,962
69,17,19,964
70,17,17,966
71,17,16,967
72,17,16,967
73,17,13,970
74,17,13,970
75,17,12,971
76,17,9,974
77,17,9,974
78,17,8,975
79,17,7,976
80,17,5,978
81,17,5,978
82,17,5,978
83,17,5,978
84,17,5,978
85,17,5,978
86,17,4,979
87,17,4,979
88,17,4,979
89,17,4,979
90,17,3,980
91,17,3,980
92,17,3,980
93,17,2,981
94,17,2,981
95,17,1,982
96,17,1,982
97,17,1,982
98,17,1,982
99,17,1,982
100,17,1,982
