Day,Susceptible,Infected,Recovered
1,9999,1,0
2,9997,2,1
3,9996,3,1
4,9992,7,1
5,9990,8,2
6,9989,7,4
7,9988,8,4
8,9986,9,5
9,9984,11,5
10,9980,15,5
11,9976,17,7
12,9974,19,7
13,9971,19,10
14,9968,21,11
15,9959,30,11
16,9956,29,15
17,9953,27,20
18,9951,29,20
19,9944,33,23
20,9939,33,28
21,9933,33,34
22,9930,34,36
23,9924,40,36
24,9922,38,40
25,9919,38,43
26,9913,43,44
27,9906,46,48
28,9897,52,51
29,9891,51,58
30,9884,50,66
31,9880,50,70
32,9873,51,76
33,9867,52,81
34,9861,55,84
35,9853,56,91
36,9847,59,94
37,9839,58,103
38,9834,57,109
39,9829,53,118
40,9825,48,127
41,9817,50,133
42,9808,52,140
43,9801,53,146
44,9792,59,149
45,9783,62,155
46,9771,69,160
47,9765,68,167
48,9758,71,171
49,9749,73,178
50,9743,72,185
51,9735,75,190
52,9724,76,200
53,9715,82,203
54,9700,91,209
55,9685,97,218
56,9664,111,225
57,9653,109,238
58,9638,115,247
59,9623,124,253
60,9600,136,264
61,9584,133,283
62,9568,136,296
63,9544,145,311
64,9527,144,329
65,9503,155,342
66,9479,168,353
67,9459,171,370
68,9436,182,382
69,9417,180,403
70,9397,185,418
71,9370,192,438
72,9346,197,457
73,9325,193,482
74,9300,198,502
75,9278,202,520
76,9245,219,536
77,9220,226,554
78,9200,219,581
79,9181,220,599
80,9161,216,623
81,9140,224,636
82,9119,223,658
83,9090,234,676
84,9069,226,705
85,9038,234,728
86,9012,236,752
87,8986,232,782
88,8965,230,805
89,8934,241,825
90,8901,247,852
91,8875,246,879
92,8846,247,907
93,8826,242,932
94,8794,252,954
95,8771,246,983
96,8733,261,1006
97,8712,260,1028
98,8683,261,1056
99,8646,272,1082
100,8623,269,1108
