Day,Susceptible,Infected,Recovered
1,999,1,0
2,978,21,1
3,947,48,5
4,884,106,10
5,786,195,19
6,655,306,39
7,517,410,73
8,390,485,125
9,298,537,165
10,223,551,226
11,170,550,280
12,131,537,332
13,109,487,404
14,90,450,460
15,77,423,500
16,62,392,546
17,53,361,586
18,48,327,625
19,39,306,655
20,38,276,686
21,35,260,705
22,34,236,730
23,33,215,752
24,32,195,773
25,32,177,791
26,31,162,807
27,31,150,819
28,31,135,834
29,31,120,849
30,31,103,866
31,31,93,876
32,31,86,883
33,31,81,888
34,31,75,894
35,31,68,901
36,31,63,906
37,31,56,913
38,31,50,919
39,31,45,924
40,31,42,927
41,31,37,932
42,31,36,933
43,31,32,937
44,31,29,940
45,31,25,944
46,31,24,945
47,31,23,946
48,31,21,948
49,31,19,950
50,31,18,951
51,31,16,953
52,31,13,956
53,31,12,957
54,31,10,959
55,31,10,959
56,31,9,960
57,31,8,961
58,31,7,962
59,31,7,962
60,31,7,962
61,31,6,963
62,31,5,964
63,31,5,964
64,31,5,964
65,31,4,965
66,31,4,965
67,31,4,965
68,31,3,966
69,31,1,968
70,31,1,968
71,31,1,968
72,31,1,968
73,31,1,968
74,31,1,968
75,31,0,969
76,31,0,969
77,31,0,969
78,31,0,969
79,31,0,969
80,31,0,969
81,31,0,969
82,31,0,969
83,31,0,969
84,31,0,969
85,31,0,969
86,31,0,969
87,31,0,969
88,31,0,969
89,31,0,969
90,31,0,969
91,31,0,969
92,31,0,969
93,31,0,969
94,31,0,969
95,31,0,969
96,31,0,969
97,31,0,969
98,31,0,969
99,31,0,969
100,31,0,969
