Day,Susceptible,Infected,Recovered
1,999,1,0
2,998,2,0
3,997,3,0
4,996,4,0
5,994,6,0
6,994,5,1
7,992,6,2
8,988,9,3
9,984,11,5
10,982,11,7
11,981,11,8
12,980,12,8
13,980,11,9
14,978,12,10
15,978,11,11
16,975,14,11
17,972,16,12
18,970,17,13
19,968,17,15
20,967,16,17
21,965,18,17
22,962,19,19
23,961,18,21
24,959,17,24
25,959,16,25
26,959,16,25
27,958,14,28
28,958,14,28
29,956,15,29
30,955,14,31
31,955,14,31
32,953,15,32
33,953,13,34
34,953,12,35
35,953,11,36
36,953,10,37
37,952,11,37
38,951,10,39
39,951,7,42
40,951,6,43
41,951,6,43
42,951,6,43
43,950,6,44
44,950,6,44
45,949,6,45
46,949,5,46
47,949,3,48
48,949,3,48
49,948,4,48
50,946,6,48
51,945,7,48
52,944,7,49
53,943,7,50
54,942,8,50
55,942,8,50
56,941,8,51
57,940,9,51
58,938,9,53
59,937,9,54
60,937,9,54
61,935,10,55
62,933,11,56
63,932,11,57
64,932,11,57
65,932,11,57
66,932,11,57
67,931,11,58
68,929,11,60
69,927,12,61
70,927,11,62
71,926,12,62
72,926,9,65
73,925,9,66
74,924,9,67
75,923,9,68
76,922,10,68
77,919,13,68
78,917,14,69
79,916,15,69
80,914,16,70
81,911,19,70
82,910,20,70
83,910,19,71
84,909,20,71
85,908,17,75
86,908,17,75
87,907,16,77
88,907,16,77
89,906,14,80
90,905,14,81
91,904,15,81
92,904,15,81
93,904,15,81
94,902,16,82
95,901,16,83
96,900,16,84
97,897,17,86
98,893,21,86
99,893,20,87
100,891,17,92
