Day,Susceptible,Infected,Recovered
1,999,1,0
2,998,2,0
3,989,11,0
4,973,27,0
5,947,49,4
6,925,65,10
7,872,108,20
8,812,158,30
9,750,204,46
10,691,240,69
11,622,278,100
12,552,317,131
13,441,392,167
14,364,423,213
15,283,463,254
16,212,492,296
17,153,497,350
18,103,492,405
19,66,474,460
20,45,447,508
21,31,413,556
22,24,375,601
23,20,348,632
24,15,322,663
25,11,282,707
26,8,267,725
27,7,249,744
28,4,235,761
29,3,213,784
30,3,191,806
31,3,170,827
32,3,156,841
33,3,129,868
34,3,123,874
35,3,112,885
36,3,100,897
37,3,89,908
38,3,76,921
39,3,68,929
40,3,59,938
41,3,49,948
42,3,44,953
43,3,39,958
44,3,38,959
45,3,38,959
46,3,37,960
47,3,29,968
48,3,29,968
49,3,27,970
50,3,25,972
51,3,23,974
52,3,18,979
53,3,15,982
54,3,15,982
55,3,14,983
56,3,14,983
57,3,14,983
58,3,13,984
59,3,12,985
60,3,10,987
61,3,9,988
62,3,9,988
63,3,9,988
64,3,8,989
65,3,7,990
66,3,7,990
67,3,6,991
68,3,6,991
69,3,6,991
70,3,4,993
71,3,4,993
72,3,4,993
73,3,3,994
74,3,3,994
75,3,2,995
76,3,2,995
77,3,1,996
78,3,1,996
79,3,0,997
80,3,0,997
81,3,0,997
82,3,0,997
83,3,0,997
84,3,0,997
85,3,0,997
86,3,0,997
87,3,0,997
88,3,0,997
89,3,0,997
90,3,0,997
91,3,0,997
92,3,0,997
93,3,0,997
94,3,0,997
95,3,0,997
96,3,0,997
97,3,0,997
98,3,0,997
99,3,0,997
100,3,0,997
