Day,Susceptible,Infected,Recovered
1,2399,1,0
2,2399,1,0
3,2398,2,0
4,2398,2,0
5,2397,3,0
6,2397,3,0
7,2396,4,0
8,2394,4,2
9,2393,5,2
10,2391,7,2
11,2389,8,3
12,2386,11,3
13,2381,15,4
14,2374,20,6
15,2368,22,10
16,2364,25,11
17,2359,28,13
18,2356,28,16
19,2353,28,19
20,2351,27,22
21,2346,31,23
22,2344,29,27
23,2339,32,29
24,2333,34,33
25,2331,32,37
26,2325,36,39
27,2319,36,45
28,2310,38,52
29,2303,43,54
30,2298,43,59
31,2290,47,63
32,2282,48,70
33,2274,47,79
34,2268,46,86
35,2258,48,94
36,2249,51,100
37,2241,55,104
38,2237,49,114
39,2231,52,117
40,2223,56,121
41,2217,56,127
42,2208,62,130
43,2198,70,132
44,2188,70,142
45,2180,74,146
46,2168,77,155
47,2158,81,161
48,2147,84,169
49,2135,87,178
50,2118,97,185
51,2106,96,198
52,2089,97,214
53,2073,104,223
54,2062,106,232
55,2050,106,244
56,2040,106,254
57,2025,109,266
58,2007,116,277
59,1990,121,289
60,1975,119,306
61,1964,117,319
62,1947,120,333
63,1932,118,350
64,1918,118,364
65,1899,122,379
66,1881,130,389
67,1864,122,414
68,1843,129,428
69,1822,135,443
70,1801,141,458
71,1776,151,473
72,1758,155,487
73,1740,157,503
74,1722,165,513
75,1697,169,534
76,1676,173,551
77,1656,176,568
78,1638,182,580
79,1616,191,593
80,1596,188,616
81,1566,206,628
82,1540,208,652
83,1517,211,672
84,1491,216,693
85,1459,231,710
86,1438,225,737
87,1412,230,758
88,1386,234,780
89,1361,236,803
90,1335,238,827
91,1318,226,856
92,1295,232,873
93,1273,225,902
94,1257,215,928
95,1230,232,938
96,1204,237,959
97,1176,236,988
98,1157,226,1017
99,1131,233,1036
100,1109,234,1057
