Day,Susceptible,Infected,Recovered
1,999,1,0
2,996,4,0
3,994,6,0
4,993,7,0
5,991,9,0
6,989,10,1
7,986,12,2
8,980,18,2
9,971,23,6
10,960,31,9
11,952,36,12
12,935,49,16
13,921,59,20
14,903,73,24
15,881,85,34
16,861,92,47
17,848,100,52
18,819,122,59
19,800,130,70
20,776,140,84
21,747,152,101
22,715,168,117
23,685,187,128
24,656,201,143
25,615,224,161
26,572,240,188
27,529,262,209
28,480,277,243
29,441,292,267
30,407,298,295
31,364,303,333
32,329,313,358
33,293,316,391
34,264,309,427
35,230,306,464
36,203,297,500
37,182,291,527
38,147,303,550
39,131,296,573
40,118,277,605
41,101,271,628
42,89,257,654
43,76,248,676
44,63,238,699
45,55,220,725
46,50,204,746
47,46,196,758
48,44,178,778
49,43,162,795
50,38,146,816
51,37,132,831
52,35,122,843
53,34,113,853
54,33,102,865
55,33,91,876
56,33,83,884
57,33,73,894
58,32,64,904
59,32,55,913
60,31,53,916
61,30,49,921
62,30,42,928
63,29,36,935
64,29,32,939
65,28,30,942
66,27,26,947
67,27,25,948
68,27,24,949
69,26,25,949
70,26,21,953
71,26,20,954
72,26,19,955
73,26,18,956
74,26,17,957
75,26,15,959
76,26,13,961
77,26,11,963
78,26,10,964
79,26,10,964
80,26,10,964
81,26,7,967
82,26,6,968
83,26,4,970
84,26,3,971
85,26,3,971
86,26,3,971
87,26,3,971
88,26,3,971
89,26,3,971
90,26,2,972
91,26,2,972
92,26,2,972
93,26,2,972
94,26,2,972
95,26,2,972
96,26,2,972
97,26,2,972
98,26,2,972
99,26,2,972
100,26,1,973
