Day,Susceptible,Infected,Recovered
1,9999,1,0
2,9998,1,1
3,9998,1,1
4,9998,1,1
5,9998,1,1
6,9998,1,1
7,9997,2,1
8,9997,1,2
9,9997,1,2
10,9996,2,2
11,9996,2,2
12,9996,2,2
13,9996,2,2
14,9996,1,3
15,9996,1,3
16,9996,1,3
17,9996,1,3
18,9996,1,3
19,9996,1,3
20,9996,1,3
21,9996,1,3
22,9996,0,4
23,9996,0,4
24,9996,0,4
25,9996,0,4
26,9996,0,4
27,9996,0,4
28,9996,0,4
29,9996,0,4
30,9996,0,4
31,9996,0,4
32,9996,0,4
33,9996,0,4
34,9996,0,4
35,9996,0,4
36,9996,0,4
37,9996,0,4
38,9996,0,4
39,9996,0,4
40,9996,0,4
41,9996,0,4
42,9996,0,4
43,9996,0,4
44,9996,0,4
45,9996,0,4
46,9996,0,4
47,9996,0,4
48,9996,0,4
49,9996,0,4
50,9996,0,4
51,9996,0,4
52,9996,0,4
53,9996,0,4
54,9996,0,4
55,9996,0,4
56,9996,0,4
57,9996,0,4
58,9996,0,4
59,9996,0,4
60,9996,0,4
61,9996,0,4
62,9996,0,4
63,9996,0,4
64,9996,0,4
65,9996,0,4
66,9996,0,4
67,9996,0,4
68,9996,0,4
69,9996,0,4
70,9996,0,4
71,9996,0,4
72,9996,0,4
73,9996,0,4
74,9996,0,4
75,9996,0,4
76,9996,0,4
77,9996,0,4
78,9996,0,4
79,9996,0,4
80,9996,0,4
81,9996,0,4
82,9996,0,4
83,9996,0,4
84,9996,0,4
85,9996,0,4
86,9996,0,4
87,9996,0,4
88,9996,0,4
89,9996,0,4
90,9996,0,4
91,9996,0,4
92,9996,0,4
93,9996,0,4
94,9996,0,4
95,9996,0,4
96,9996,0,4
97,9996,0,4
98,9996,0,4
99,9996,0,4
100,9996,0,4
