Day,Susceptible,Infected,Recovered
1,999,1,0
2,988,12,0
3,945,55,0
4,889,102,9
5,853,128,19
6,805,164,31
7,756,193,51
8,713,216,71
9,686,226,88
10,654,228,118
11,619,243,138
12,594,250,156
13,573,237,190
14,545,242,213
15,513,243,244
16,494,235,271
17,465,242,293
18,436,248,316
19,419,243,338
20,400,237,363
21,382,232,386
22,369,220,411
23,350,215,435
24,337,204,459
25,321,203,476
26,310,194,496
27,299,185,516
28,288,178,534
29,268,175,557
30,253,169,578
31,240,164,596
32,225,168,607
33,217,163,620
34,207,155,638
35,190,158,652
36,186,148,666
37,178,145,677
38,169,139,692
39,159,131,710
40,150,122,728
41,140,120,740
42,127,123,750
43,121,122,757
44,117,114,769
45,107,109,784
46,104,101,795
47,98,97,805
48,95,93,812
49,87,88,825
50,83,86,831
51,78,85,837
52,73,83,844
53,69,77,854
54,69,71,860
55,65,64,871
56,61,61,878
57,59,60,881
58,57,52,891
59,54,48,898
60,50,46,904
61,48,44,908
62,44,44,912
63,43,41,916
64,42,39,919
65,39,40,921
66,38,36,926
67,36,36,928
68,36,30,934
69,33,30,937
70,31,30,939
71,30,26,944
72,30,24,946
73,29,23,948
74,28,23,949
75,27,20,953
76,26,19,955
77,25,18,957
78,24,18,958
79,23,15,962
80,22,16,962
81,21,16,963
82,19,17,964
83,19,15,966
84,18,13,969
85,17,14,969
86,17,11,972
87,17,11,972
88,17,11,972
89,15,11,974
90,13,12,975
91,12,13,975
92,11,12,977
93,11,12,977
94,11,10,979
95,11,9,980
96,11,7,982
97,11,6,983
98,11,6,983
99,10,7,983
100,10,6,984
