Day,Susceptible,Infected,Recovered
1,999,1,0
2,999,1,0
3,998,1,1
4,998,1,1
5,997,2,1
6,995,4,1
7,993,6,1
8,991,8,1
9,987,10,3
10,984,13,3
11,979,15,6
12,975,18,7
13,971,18,11
14,965,22,13
15,961,22,17
16,959,21,20
17,953,24,23
18,950,26,24
19,949,27,24
20,943,31,26
21,940,34,26
22,930,38,32
23,924,41,35
24,919,39,42
25,914,41,45
26,909,43,48
27,906,42,52
28,903,42,55
29,900,39,61
30,895,41,64
31,889,45,66
32,886,42,72
33,879,46,75
34,877,44,79
35,875,42,83
36,872,42,86
37,871,39,90
38,869,36,95
39,867,36,97
40,864,36,100
41,860,35,105
42,858,33,109
43,855,33,112
44,853,32,115
45,850,30,120
46,849,27,124
47,847,28,125
48,844,28,128
49,843,28,129
50,842,25,133
51,841,22,137
52,839,22,139
53,836,22,142
54,836,22,142
55,836,20,144
56,835,16,149
57,835,16,149
58,833,18,149
59,833,17,150
60,833,17,150
61,833,17,150
62,832,16,152
63,831,15,154
64,831,13,156
65,831,10,159
66,830,8,162
67,829,9,162
68,828,7,165
69,828,6,166
70,827,6,167
71,827,6,167
72,827,5,168
73,827,3,170
74,826,4,170
75,826,4,170
76,826,4,170
77,825,5,170
78,825,4,171
79,825,4,171
80,825,4,171
81,825,4,171
82,825,4,171
83,825,4,171
84,825,4,171
85,825,4,171
86,825,2,173
87,825,1,174
88,825,1,174
89,825,1,174
90,825,1,174
91,825,1,174
92,825,1,174
93,825,1,174
94,825,1,174
95,825,1,174
96,825,0,175
97,825,0,175
98,825,0,175
99,825,0,175
100,825,0,175
