Day,Susceptible,Infected,Recovered
1,999,1,0
2,996,4,0
3,992,8,0
4,982,18,0
5,973,26,1
6,961,35,4
7,947,46,7
8,935,51,14
9,921,62,17
10,907,68,25
11,890,80,30
12,873,83,44
13,862,88,50
14,857,88,55
15,850,93,57
16,837,100,63
17,825,105,70
18,816,102,82
19,808,102,90
20,798,95,107
21,793,85,122
22,784,85,131
23,780,80,140
24,767,87,146
25,756,86,158
26,745,89,166
27,737,88,175
28,729,89,182
29,718,88,194
30,712,87,201
31,700,89,211
32,692,80,228
33,687,78,235
34,684,75,241
35,680,72,248
36,674,72,254
37,670,71,259
38,666,71,263
39,657,73,270
40,651,68,281
41,648,62,290
42,638,65,297
43,630,66,304
44,624,65,311
45,618,60,322
46,614,55,331
47,608,52,340
48,602,54,344
49,599,48,353
50,592,49,359
51,586,48,366
52,580,48,372
53,575,49,376
54,574,47,379
55,570,47,383
56,564,45,391
57,563,42,395
58,560,42,398
59,557,41,402
60,557,34,409
61,556,31,413
62,556,28,416
63,552,28,420
64,551,26,423
65,549,26,425
66,549,19,432
67,547,17,436
68,547,17,436
69,546,18,436
70,545,14,441
71,545,13,442
72,544,14,442
73,544,12,444
74,544,11,445
75,544,9,447
76,543,10,447
77,542,10,448
78,542,10,448
79,541,11,448
80,541,10,449
81,540,10,450
82,540,8,452
83,539,9,452
84,539,9,452
85,539,8,453
86,539,7,454
87,538,6,456
88,538,6,456
89,538,4,458
90,538,4,458
91,538,4,458
92,538,4,458
93,538,4,458
94,538,3,459
95,538,2,460
96,538,2,460
97,538,2,460
98,538,2,460
99,538,1,461
100,538,1,461
