Day,Susceptible,Infected,Recovered
1,999,1,0
2,976,24,0
3,926,71,3
4,889,100,11
5,849,128,23
6,804,162,34
7,770,183,47
8,736,199,65
9,696,217,87
10,666,227,107
11,626,245,129
12,601,255,144
13,574,263,163
14,555,263,182
15,533,261,206
16,507,260,233
17,485,257,258
18,465,252,283
19,440,255,305
20,415,249,336
21,391,247,362
22,371,237,392
23,347,228,425
24,319,230,451
25,302,217,481
26,292,214,494
27,278,209,513
28,265,211,524
29,251,199,550
30,241,193,566
31,232,182,586
32,222,175,603
33,209,166,625
34,197,162,641
35,184,159,657
36,174,154,672
37,160,156,684
38,156,143,701
39,146,145,709
40,137,137,726
41,133,121,746
42,126,112,762
43,121,103,776
44,112,101,787
45,109,90,801
46,102,82,816
47,92,83,825
48,88,76,836
49,86,75,839
50,80,74,846
51,75,74,851
52,69,73,858
53,65,75,860
54,61,72,867
55,55,72,873
56,50,68,882
57,49,61,890
58,47,53,900
59,42,55,903
60,38,54,908
61,36,47,917
62,34,42,924
63,29,43,928
64,28,40,932
65,27,36,937
66,26,35,939
67,24,36,940
68,22,34,944
69,21,29,950
70,21,26,953
71,20,25,955
72,20,20,960
73,19,19,962
74,19,18,963
75,19,16,965
76,18,14,968
77,18,13,969
78,17,12,971
79,16,13,971
80,16,12,972
81,15,11,974
82,11,15,974
83,11,14,975
84,11,13,976
85,11,13,976
86,10,14,976
87,10,14,976
88,9,14,977
89,8,13,979
90,7,13,980
91,6,12,982
92,6,10,984
93,6,9,985
94,6,8,986
95,6,8,986
96,6,7,987
97,6,6,988
98,5,6,989
99,4,6,990
100,4,5,991
