Day,Susceptible,Infected,Recovered
1,999,1,0
2,999,1,0
3,999,1,0
4,998,2,0
5,997,3,0
6,997,3,0
7,997,3,0
8,996,4,0
9,995,5,0
10,995,5,0
11,993,7,0
12,992,7,1
13,991,7,2
14,990,8,2
15,989,9,2
16,988,6,6
17,986,8,6
18,985,9,6
19,985,8,7
20,985,7,8
21,985,6,9
22,985,6,9
23,984,7,9
24,983,6,11
25,983,6,11
26,983,6,11
27,983,5,12
28,983,5,12
29,982,5,13
30,981,6,13
31,981,6,13
32,981,4,15
33,981,4,15
34,981,4,15
35,981,4,15
36,981,4,15
37,981,4,15
38,981,3,16
39,980,4,16
40,980,4,16
41,980,4,16
42,979,4,17
43,977,5,18
44,977,5,18
45,977,5,18
46,977,4,19
47,975,6,19
48,975,6,19
49,975,6,19
50,974,7,19
51,972,9,19
52,971,8,21
53,970,9,21
54,970,7,23
55,969,7,24
56,969,7,24
57,969,7,24
58,968,7,25
59,968,6,26
60,968,6,26
61,968,6,26
62,968,6,26
63,968,6,26
64,968,6,26
65,968,6,26
66,968,6,26
67,968,6,26
68,968,6,26
69,968,4,28
70,968,4,28
71,968,1,31
72,968,1,31
73,967,2,31
74,967,2,31
75,967,2,31
76,967,2,31
77,967,2,31
78,967,1,32
79,967,1,32
80,966,2,32
81,966,2,32
82,965,3,32
83,965,2,33
84,965,2,33
85,964,3,33
86,964,2,34
87,964,2,34
88,964,2,34
89,963,3,34
90,963,3,34
91,962,4,34
92,962,4,34
93,962,3,35
94,961,3,36
95,961,2,37
96,961,2,37
97,961,2,37
98,961,2,37
99,961,1,38
100,961,1,38
