Day,Susceptible,Infected,Recovered
1,999,1,0
2,997,3,0
3,994,6,0
4,991,9,0
5,990,9,1
6,989,10,1
7,985,14,1
8,982,17,1
9,978,20,2
10,975,23,2
11,971,25,4
12,967,27,6
13,966,26,8
14,964,24,12
15,961,24,15
16,959,24,17
17,957,23,20
18,956,23,21
19,956,22,22
20,954,22,24
21,950,26,24
22,948,26,26
23,945,27,28
24,943,26,31
25,942,23,35
26,940,21,39
27,938,22,40
28,935,22,43
29,931,24,45
30,926,28,46
31,924,29,47
32,922,28,50
33,918,28,54
34,917,26,57
35,916,23,61
36,914,23,63
37,912,23,65
38,911,24,65
39,909,21,70
40,909,18,73
41,909,17,74
42,908,16,76
43,908,14,78
44,906,15,79
45,906,14,80
46,905,15,80
47,903,16,81
48,902,15,83
49,902,13,85
50,901,14,85
51,899,15,86
52,897,17,86
53,895,17,88
54,895,15,90
55,893,14,93
56,892,14,94
57,890,13,97
58,888,14,98
59,887,15,98
60,886,15,99
61,885,14,101
62,883,16,101
63,883,15,102
64,882,13,105
65,882,13,105
66,881,12,107
67,879,14,107
68,879,14,107
69,879,12,109
70,879,11,110
71,878,11,111
72,877,11,112
73,876,10,114
74,876,10,114
75,874,11,115
76,872,10,118
77,870,11,119
78,869,11,120
79,868,11,121
80,866,13,121
81,865,11,124
82,862,14,124
83,859,16,125
84,859,14,127
85,858,11,131
86,855,13,132
87,855,12,133
88,854,12,134
89,853,10,137
90,851,12,137
91,849,13,138
92,848,14,138
93,847,14,139
94,847,14,139
95,846,14,140
96,845,14,141
97,844,15,141
98,842,15,143
99,840,14,146
100,839,15,146
