Day,Susceptible,Infected,Recovered
1,9999,1,0
2,9999,1,0
3,9997,3,0
4,9995,5,0
5,9994,6,0
6,9991,8,1
7,9987,12,1
8,9984,14,2
9,9982,14,4
10,9978,17,5
11,9972,23,5
12,9969,24,7
13,9964,26,10
14,9959,29,12
15,9950,36,14
16,9937,45,18
17,9927,50,23
18,9917,57,26
19,9907,58,35
20,9895,63,42
21,9882,69,49
22,9873,73,54
23,9864,71,65
24,9847,82,71
25,9829,93,78
26,9812,97,91
27,9792,108,100
28,9770,118,112
29,9751,130,119
30,9732,143,125
31,9715,145,140
32,9696,155,149
33,9678,156,166
34,9659,159,182
35,9640,159,201
36,9613,164,223
37,9588,171,241
38,9567,170,263
39,9542,183,275
40,9517,187,296
41,9498,192,310
42,9472,193,335
43,9440,207,353
44,9414,218,368
45,9385,227,388
46,9356,236,408
47,9324,242,434
48,9294,245,461
49,9261,249,490
50,9239,251,510
51,9207,255,538
52,9170,267,563
53,9134,276,590
54,9100,282,618
55,9067,282,651
56,9028,292,680
57,8994,283,723
58,8949,306,745
59,8891,333,776
60,8850,333,817
61,8815,329,856
62,8772,330,898
63,8733,340,927
64,8697,341,962
65,8656,354,990
66,8615,359,1026
67,8577,368,1055
68,8528,386,1086
69,8484,394,1122
70,8437,401,1162
71,8393,399,1208
72,8343,413,1244
73,8298,409,1293
74,8263,405,1332
75,8212,414,1374
76,8168,428,1404
77,8114,428,1458
78,8063,434,1503
79,8013,437,1550
80,7963,452,1585
81,7927,440,1633
82,7889,435,1676
83,7841,440,1719
84,7786,451,1763
85,7737,453,1810
86,7677,461,1862
87,7622,458,1920
88,7565,455,1980
89,7499,478,2023
90,7435,497,2068
91,7379,491,2130
92,7313,508,2179
93,7246,518,2236
94,7191,530,2279
95,7126,546,2328
96,7050,570,2380
97,6974,583,2443
98,6902,616,2482
99,6825,639,2536
100,6756,638,2606
