Day,Susceptible,Infected,Recovered
1,999,1,0
2,989,11,0
3,948,51,1
4,921,74,5
5,897,91,12
6,867,115,18
7,842,128,30
8,819,140,41
9,802,142,56
10,781,153,66
11,758,159,83
12,737,164,99
13,716,168,116
14,706,161,133
15,679,171,150
16,655,181,164
17,637,186,177
18,616,191,193
19,592,194,214
20,577,189,234
21,556,191,253
22,544,184,272
23,527,181,292
24,513,171,316
25,500,165,335
26,483,163,354
27,467,161,372
28,448,165,387
29,434,160,406
30,417,162,421
31,410,145,445
32,398,136,466
33,390,124,486
34,375,131,494
35,354,139,507
36,343,136,521
37,335,125,540
38,322,123,555
39,313,118,569
40,303,112,585
41,294,105,601
42,285,105,610
43,275,105,620
44,264,102,634
45,261,95,644
46,255,86,659
47,244,84,672
48,241,81,678
49,232,86,682
50,226,84,690
51,222,81,697
52,218,77,705
53,212,74,714
54,205,73,722
55,199,72,729
56,196,63,741
57,194,60,746
58,187,64,749
59,184,54,762
60,176,56,768
61,169,55,776
62,165,54,781
63,162,53,785
64,159,51,790
65,154,50,796
66,147,52,801
67,140,55,805
68,138,51,811
69,133,53,814
70,130,52,818
71,128,50,822
72,128,43,829
73,126,40,834
74,124,37,839
75,123,32,845
76,120,31,849
77,114,34,852
78,108,37,855
79,104,39,857
80,99,38,863
81,94,36,870
82,92,33,875
83,92,30,878
84,91,29,880
85,90,28,882
86,86,30,884
87,85,26,889
88,84,21,895
89,82,21,897
90,79,24,897
91,77,22,901
92,76,21,903
93,73,23,904
94,70,21,909
95,66,23,911
96,65,20,915
97,63,21,916
98,62,17,921
99,60,15,925
100,59,14,927
