Day,Susceptible,Infected,Recovered
1,999,1,0
2,997,3,0
3,990,9,1
4,986,11,3
5,986,11,3
6,984,12,4
7,981,15,4
8,981,14,5
9,980,12,8
10,978,11,11
11,977,12,11
12,975,13,12
13,972,16,12
14,972,15,13
15,969,18,13
16,968,16,16
17,967,17,16
18,966,15,19
19,964,17,19
20,961,19,20
21,958,21,21
22,954,25,21
23,951,28,21
24,947,32,21
25,944,31,25
26,942,30,28
27,939,31,30
28,935,31,34
29,934,27,39
30,931,27,42
31,925,29,46
32,923,25,52
33,920,25,55
34,918,25,57
35,915,24,61
36,909,26,65
37,906,28,66
38,906,25,69
39,904,22,74
40,902,23,75
41,900,22,78
42,899,23,78
43,895,22,83
44,894,22,84
45,892,22,86
46,890,19,91
47,887,22,91
48,886,21,93
49,884,20,96
50,882,20,98
51,881,18,101
52,881,17,102
53,879,19,102
54,875,20,105
55,872,19,109
56,869,19,112
57,865,23,112
58,865,21,114
59,863,19,118
60,861,21,118
61,860,20,120
62,856,23,121
63,855,21,124
64,854,18,128
65,850,20,130
66,847,20,133
67,843,24,133
68,842,24,134
69,840,23,137
70,840,21,139
71,837,23,140
72,833,25,142
73,831,25,144
74,831,24,145
75,831,23,146
76,828,25,147
77,826,25,149
78,825,24,151
79,823,23,154
80,821,22,157
81,820,21,159
82,818,21,161
83,813,24,163
84,811,25,164
85,808,23,169
86,808,22,170
87,807,20,173
88,806,20,174
89,805,18,177
90,803,18,179
91,802,19,179
92,801,20,179
93,800,20,180
94,800,18,182
95,800,16,184
96,798,16,186
97,797,16,187
98,797,16,187
99,795,16,189
100,795,16,189
