Day,Susceptible,Infected,Recovered
1,999,1,0
2,999,1,0
3,997,3,0
4,994,6,0
5,988,11,1
6,969,30,1
7,953,41,6
8,939,54,7
9,913,77,10
10,890,91,19
11,871,102,27
12,852,113,35
13,833,122,45
14,810,134,56
15,788,149,63
16,762,157,81
17,738,161,101
18,718,167,115
19,688,183,129
20,663,188,149
21,649,184,167
22,626,181,193
23,603,188,209
24,585,189,226
25,572,186,242
26,560,179,261
27,545,173,282
28,526,175,299
29,508,178,314
30,493,177,330
31,482,172,346
32,469,168,363
33,453,166,381
34,441,164,395
35,427,161,412
36,421,148,431
37,407,141,452
38,398,136,466
39,387,132,481
40,369,138,493
41,358,134,508
42,348,132,520
43,340,132,528
44,334,125,541
45,330,119,551
46,320,120,560
47,313,107,580
48,304,102,594
49,291,101,608
50,285,98,617
51,273,94,633
52,266,93,641
53,261,89,650
54,251,89,660
55,247,86,667
56,241,84,675
57,235,85,680
58,230,76,694
59,223,74,703
60,216,72,712
61,206,77,717
62,200,75,725
63,194,74,732
64,191,69,740
65,184,73,743
66,181,72,747
67,177,66,757
68,172,67,761
69,166,62,772
70,159,65,776
71,157,63,780
72,153,65,782
73,150,67,783
74,147,67,786
75,145,60,795
76,139,60,801
77,137,56,807
78,134,52,814
79,132,52,816
80,127,55,818
81,119,60,821
82,113,60,827
83,112,58,830
84,109,54,837
85,107,53,840
86,104,49,847
87,103,43,854
88,100,43,857
89,98,41,861
90,95,37,868
91,93,35,872
92,92,29,879
93,89,30,881
94,86,32,882
95,82,33,885
96,81,31,888
97,79,31,890
98,79,29,892
99,78,24,898
100,78,22,900
