Day,Susceptible,Infected,Recovered
1,999,1,0
2,998,2,0
3,996,4,0
4,993,5,2
5,987,11,2
6,984,14,2
7,976,21,3
8,970,26,4
9,960,34,6
10,946,42,12
11,936,50,14
12,920,59,21
13,905,68,27
14,895,73,32
15,872,86,42
16,855,92,53
17,839,99,62
18,823,107,70
19,807,112,81
20,800,107,93
21,786,109,105
22,768,118,114
23,756,114,130
24,736,126,138
25,712,135,153
26,691,143,166
27,679,139,182
28,664,137,199
29,653,138,209
30,641,136,223
31,626,133,241
32,617,133,250
33,604,133,263
34,596,129,275
35,581,130,289
36,569,131,300
37,560,130,310
38,549,127,324
39,531,131,338
40,517,131,352
41,508,129,363
42,500,123,377
43,494,117,389
44,485,110,405
45,477,110,413
46,473,100,427
47,467,94,439
48,462,90,448
49,454,88,458
50,440,89,471
51,433,90,477
52,427,85,488
53,418,85,497
54,417,74,509
55,410,71,519
56,403,69,528
57,402,65,533
58,396,68,536
59,394,62,544
60,390,59,551
61,383,60,557
62,379,60,561
63,377,57,566
64,367,60,573
65,361,61,578
66,358,59,583
67,356,52,592
68,351,48,601
69,347,48,605
70,344,45,611
71,341,42,617
72,339,43,618
73,337,41,622
74,335,39,626
75,335,34,631
76,333,36,631
77,332,35,633
78,332,32,636
79,330,31,639
80,327,32,641
81,326,31,643
82,324,29,647
83,321,30,649
84,319,29,652
85,316,27,657
86,316,27,657
87,313,28,659
88,312,26,662
89,311,25,664
90,311,22,667
91,310,20,670
92,308,20,672
93,307,18,675
94,306,16,678
95,304,14,682
96,303,14,683
97,301,16,683
98,301,14,685
99,301,14,685
100,299,14,687
