Day,Susceptible,Infected,Recovered
1,999,1,0
2,998,2,0
3,995,5,0
4,993,7,0
5,991,9,0
6,989,11,0
7,987,11,2
8,983,15,2
9,981,15,4
10,981,14,5
11,975,16,9
12,972,17,11
13,967,20,13
14,963,21,16
15,962,22,16
16,960,21,19
17,952,27,21
18,946,32,22
19,937,40,23
20,933,42,25
21,927,44,29
22,920,44,36
23,914,46,40
24,908,46,46
25,903,48,49
26,897,46,57
27,891,46,63
28,877,57,66
29,867,59,74
30,859,62,79
31,852,61,87
32,837,75,88
33,829,74,97
34,823,71,106
35,813,73,114
36,808,74,118
37,804,67,129
38,794,70,136
39,783,78,139
40,775,75,150
41,766,75,159
42,756,75,169
43,744,79,177
44,734,80,186
45,720,85,195
46,712,85,203
47,696,96,208
48,683,96,221
49,673,99,228
50,661,101,238
51,652,96,252
52,646,93,261
53,633,93,274
54,621,96,283
55,610,96,294
56,597,99,304
57,586,96,318
58,575,98,327
59,563,101,336
60,553,103,344
61,536,112,352
62,525,108,367
63,514,107,379
64,501,109,390
65,493,109,398
66,480,108,412
67,472,107,421
68,462,94,444
69,451,98,451
70,445,89,466
71,436,91,473
72,427,93,480
73,417,97,486
74,405,102,493
75,399,98,503
76,387,101,512
77,385,86,529
78,380,79,541
79,374,78,548
80,371,73,556
81,367,71,562
82,364,66,570
83,362,59,579
84,350,60,590
85,344,58,598
86,342,56,602
87,337,53,610
88,333,49,618
89,324,55,621
90,322,51,627
91,317,51,632
92,315,46,639
93,312,45,643
94,306,43,651
95,303,40,657
96,300,39,661
97,297,36,667
98,296,32,672
99,293,34,673
100,291,32,677
