Day,Susceptible,Infected,Recovered
1,999,1,0
2,992,8,0
3,980,18,2
4,973,24,3
5,959,36,5
6,940,46,14
7,923,60,17
8,906,71,23
9,886,83,31
10,865,100,35
11,843,114,43
12,827,111,62
13,816,109,75
14,802,111,87
15,779,123,98
16,770,123,107
17,748,133,119
18,728,135,137
19,715,132,153
20,704,131,165
21,683,138,179
22,666,139,195
23,652,137,211
24,634,137,229
25,618,132,250
26,602,131,267
27,579,143,278
28,566,146,288
29,547,152,301
30,534,151,315
31,516,158,326
32,503,153,344
33,494,144,362
34,479,150,371
35,467,146,387
36,457,133,410
37,448,127,425
38,441,123,436
39,433,117,450
40,424,115,461
41,411,119,470
42,401,115,484
43,390,115,495
44,381,112,507
45,375,106,519
46,367,97,536
47,365,94,541
48,358,94,548
49,353,90,557
50,347,84,569
51,339,82,579
52,329,85,586
53,321,82,597
54,311,81,608
55,304,85,611
56,294,83,623
57,289,79,632
58,286,75,639
59,282,75,643
60,278,76,646
61,270,77,653
62,267,74,659
63,263,74,663
64,260,64,676
65,256,62,682
66,253,58,689
67,250,57,693
68,245,52,703
69,239,54,707
70,235,53,712
71,230,54,716
72,225,55,720
73,224,50,726
74,223,42,735
75,219,42,739
76,217,37,746
77,216,33,751
78,216,29,755
79,216,28,756
80,212,26,762
81,212,21,767
82,209,22,769
83,209,20,771
84,206,23,771
85,206,21,773
86,204,19,777
87,202,18,780
88,198,20,782
89,196,21,783
90,195,18,787
91,195,17,788
92,193,18,789
93,192,16,792
94,192,13,795
95,191,12,797
96,188,13,799
97,188,12,800
98,186,11,803
99,185,11,804
100,182,13,805
