Day,Susceptible,Infected,Recovered
1,2399,1,0
2,2399,1,0
3,2399,1,0
4,2399,1,0
5,2398,2,0
6,2398,2,0
7,2398,2,0
8,2398,2,0
9,2398,2,0
10,2398,1,1
11,2398,1,1
12,2398,1,1
13,2398,1,1
14,2398,1,1
15,2398,1,1
16,2398,1,1
17,2397,2,1
18,2397,2,1
19,2397,2,1
20,2397,1,2
21,2397,1,2
22,2397,1,2
23,2397,1,2
24,2397,1,2
25,2397,1,2
26,2397,1,2
27,2397,1,2
28,2397,1,2
29,2397,1,2
30,2397,1,2
31,2397,1,2
32,2397,0,3
33,2397,0,3
34,2397,0,3
35,2397,0,3
36,2397,0,3
37,2397,0,3
38,2397,0,3
39,2397,0,3
40,2397,0,3
41,2397,0,3
42,2397,0,3
43,2397,0,3
44,2397,0,3
45,2397,0,3
46,2397,0,3
47,2397,0,3
48,2397,0,3
49,2397,0,3
50,2397,0,3
51,2397,0,3
52,2397,0,3
53,2397,0,3
54,2397,0,3
55,2397,0,3
56,2397,0,3
57,2397,0,3
58,2397,0,3
59,2397,0,3
60,2397,0,3
61,2397,0,3
62,2397,0,3
63,2397,0,3
64,2397,0,3
65,2397,0,3
66,2397,0,3
67,2397,0,3
68,2397,0,3
69,2397,0,3
70,2397,0,3
71,2397,0,3
72,2397,0,3
73,2397,0,3
74,2397,0,3
75,2397,0,3
76,2397,0,3
77,2397,0,3
78,2397,0,3
79,2397,0,3
80,2397,0,3
81,2397,0,3
82,2397,0,3
83,2397,0,3
84,2397,0,3
85,2397,0,3
86,2397,0,3
87,2397,0,3
88,2397,0,3
89,2397,0,3
90,2397,0,3
91,2397,0,3
92,2397,0,3
93,2397,0,3
94,2397,0,3
95,2397,0,3
96,2397,0,3
97,2397,0,3
98,2397,0,3
99,2397,0,3
100,2397,0,3
