Day,Susceptible,Infected,Recovered
1,999,1,0
2,987,13,0
3,959,41,0
4,926,70,4
5,896,95,9
6,859,127,14
7,839,131,30
8,810,150,40
9,789,161,50
10,763,166,71
11,749,159,92
12,728,158,114
13,704,172,124
14,682,169,149
15,663,175,162
16,647,170,183
17,633,171,196
18,612,177,211
19,600,168,232
20,575,184,241
21,556,186,258
22,537,184,279
23,509,199,292
24,496,200,304
25,476,196,328
26,458,204,338
27,445,202,353
28,436,191,373
29,422,185,393
30,413,175,412
31,403,172,425
32,396,161,443
33,383,157,460
34,375,149,476
35,370,149,481
36,354,151,495
37,348,139,513
38,333,142,525
39,325,134,541
40,322,120,558
41,310,121,569
42,300,116,584
43,287,124,589
44,278,119,603
45,275,114,611
46,267,115,618
47,258,116,626
48,251,110,639
49,246,105,649
50,237,102,661
51,232,96,672
52,232,86,682
53,227,80,693
54,223,76,701
55,217,75,708
56,208,73,719
57,203,73,724
58,196,73,731
59,186,74,740
60,180,66,754
61,176,61,763
62,168,61,771
63,160,64,776
64,153,68,779
65,148,66,786
66,143,64,793
67,139,63,798
68,135,61,804
69,132,54,814
70,128,55,817
71,123,57,820
72,121,54,825
73,114,53,833
74,113,49,838
75,109,51,840
76,105,49,846
77,104,45,851
78,103,39,858
79,96,44,860
80,90,45,865
81,89,43,868
82,85,43,872
83,84,39,877
84,82,38,880
85,77,39,884
86,75,39,886
87,74,31,895
88,70,32,898
89,69,29,902
90,68,25,907
91,66,25,909
92,64,23,913
93,64,20,916
94,61,19,920
95,58,20,922
96,57,19,924
97,57,18,925
98,57,15,928
99,54,17,929
100,54,12,934
