Day,Susceptible,Infected,Recovered
1,2399,1,0
2,2398,1,1
3,2398,1,1
4,2398,1,1
5,2398,1,1
6,2398,1,1
7,2398,1,1
8,2398,1,1
9,2397,1,2
10,2397,1,2
11,2397,1,2
12,2397,1,2
13,2397,1,2
14,2397,1,2
15,2397,1,2
16,2397,1,2
17,2397,1,2
18,2396,2,2
19,2396,2,2
20,2395,2,3
21,2395,2,3
22,2395,2,3
23,2395,2,3
24,2395,2,3
25,2394,3,3
26,2394,3,3
27,2394,3,3
28,2394,3,3
29,2394,3,3
30,2393,3,4
31,2393,3,4
32,2393,3,4
33,2392,4,4
34,2392,4,4
35,2391,5,4
36,2390,5,5
37,2390,5,5
38,2390,4,6
39,2390,4,6
40,2390,4,6
41,2389,5,6
42,2388,6,6
43,2387,6,7
44,2386,5,9
45,2385,6,9
46,2384,7,9
47,2384,6,10
48,2383,5,12
49,2381,7,12
50,2379,8,13
51,2378,8,14
52,2377,8,15
53,2376,9,15
54,2376,9,15
55,2375,9,16
56,2375,9,16
57,2374,10,16
58,2374,8,18
59,2373,8,19
60,2369,12,19
61,2367,14,19
62,2367,14,19
63,2366,14,20
64,2365,15,20
65,2362,14,24
66,2360,15,25
67,2359,14,27
68,2358,14,28
69,2357,13,30
70,2356,13,31
71,2354,12,34
72,2352,14,34
73,2350,16,34
74,2349,15,36
75,2347,16,37
76,2347,14,39
77,2345,15,40
78,2344,15,41
79,2342,17,41
80,2342,16,42
81,2341,16,43
82,2341,14,45
83,2341,12,47
84,2341,11,48
85,2340,11,49
86,2339,11,50
87,2339,10,51
88,2337,12,51
89,2336,11,53
90,2336,9,55
91,2336,9,55
92,2336,9,55
93,2336,8,56
94,2336,7,57
95,2336,6,58
96,2336,6,58
97,2336,6,58
98,2335,7,58
99,2335,7,58
100,2335,6,59
