Day,Susceptible,Infected,Recovered
1,999,1,0
2,998,2,0
3,994,6,0
4,982,16,2
5,953,44,3
6,902,92,6
7,829,158,13
8,752,216,32
9,685,265,50
10,617,293,90
11,547,333,120
12,497,338,165
13,457,349,194
14,407,360,233
15,374,353,273
16,336,366,298
17,302,359,339
18,273,367,360
19,242,363,395
20,214,364,422
21,192,361,447
22,175,351,474
23,156,331,513
24,138,320,542
25,124,308,568
26,113,290,597
27,95,265,640
28,79,262,659
29,75,231,694
30,68,212,720
31,61,193,746
32,55,182,763
33,47,177,776
34,43,159,798
35,39,148,813
36,36,128,836
37,31,119,850
38,29,107,864
39,27,97,876
40,26,86,888
41,22,84,894
42,21,77,902
43,20,74,906
44,18,66,916
45,17,58,925
46,17,51,932
47,17,46,937
48,17,44,939
49,15,43,942
50,14,36,950
51,14,30,956
52,14,29,957
53,13,30,957
54,13,25,962
55,13,25,962
56,13,20,967
57,12,18,970
58,12,17,971
59,11,15,974
60,11,14,975
61,11,14,975
62,11,12,977
63,11,10,979
64,11,10,979
65,11,8,981
66,11,7,982
67,11,5,984
68,11,5,984
69,11,5,984
70,11,5,984
71,11,5,984
72,11,4,985
73,11,4,985
74,11,3,986
75,11,2,987
76,11,2,987
77,11,2,987
78,11,2,987
79,11,1,988
80,11,1,988
81,11,1,988
82,11,1,988
83,11,1,988
84,11,1,988
85,11,1,988
86,11,1,988
87,11,1,988
88,11,1,988
89,11,0,989
90,11,0,989
91,11,0,989
92,11,0,989
93,11,0,989
94,11,0,989
95,11,0,989
96,11,0,989
97,11,0,989
98,11,0,989
99,11,0,989
100,11,0,989
