Day,Susceptible,Infected,Recovered
1,999,1,0
2,999,1,0
3,999,1,0
4,998,2,0
5,997,2,1
6,996,2,2
7,995,3,2
8,991,6,3
9,986,10,4
10,982,13,5
11,977,18,5
12,969,25,6
13,959,33,8
14,953,36,11
15,947,39,14
16,937,47,16
17,925,56,19
18,914,60,26
19,903,65,32
20,888,72,40
21,879,73,48
22,870,71,59
23,857,80,63
24,839,88,73
25,814,103,83
26,782,115,103
27,757,133,110
28,738,139,123
29,706,163,131
30,688,167,145
31,659,181,160
32,629,198,173
33,608,198,194
34,582,199,219
35,557,205,238
36,527,219,254
37,495,231,274
38,469,233,298
39,428,253,319
40,409,242,349
41,383,237,380
42,355,242,403
43,324,243,433
44,308,237,455
45,293,221,486
46,272,219,509
47,257,207,536
48,244,199,557
49,228,204,568
50,214,200,586
51,194,203,603
52,176,202,622
53,161,200,639
54,152,190,658
55,136,187,677
56,125,178,697
57,118,168,714
58,111,162,727
59,102,152,746
60,97,141,762
61,87,134,779
62,82,125,793
63,75,115,810
64,70,105,825
65,66,99,835
66,64,88,848
67,62,77,861
68,59,73,868
69,57,69,874
70,54,66,880
71,50,62,888
72,47,56,897
73,46,49,905
74,46,42,912
75,45,41,914
76,44,39,917
77,44,38,918
78,44,38,918
79,44,36,920
80,44,29,927
81,43,27,930
82,43,27,930
83,43,27,930
84,43,27,930
85,43,25,932
86,43,21,936
87,43,20,937
88,43,17,940
89,43,16,941
90,43,15,942
91,43,14,943
92,43,14,943
93,43,14,943
94,42,14,944
95,42,14,944
96,42,12,946
97,42,9,949
98,42,7,951
99,42,6,952
100,42,6,952
