Day,Susceptible,Infected,Recovered
1,999,1,0
2,979,21,0
3,945,53,2
4,889,106,5
5,818,168,14
6,755,218,27
7,707,248,45
8,645,284,71
9,580,308,112
10,542,316,142
11,496,321,183
12,457,334,209
13,426,328,246
14,390,325,285
15,360,328,312
16,335,317,348
17,309,313,378
18,282,303,415
19,257,298,445
20,242,279,479
21,225,272,503
22,209,256,535
23,193,240,567
24,168,242,590
25,152,230,618
26,143,215,642
27,132,200,668
28,120,194,686
29,109,186,705
30,103,168,729
31,97,158,745
32,90,143,767
33,88,135,777
34,83,124,793
35,72,119,809
36,68,113,819
37,66,101,833
38,63,101,836
39,58,92,850
40,53,84,863
41,48,83,869
42,44,77,879
43,42,72,886
44,42,67,891
45,42,59,899
46,41,56,903
47,41,48,911
48,40,42,918
49,37,41,922
50,37,38,925
51,36,36,928
52,36,32,932
53,36,30,934
54,36,29,935
55,35,28,937
56,34,26,940
57,33,27,940
58,33,24,943
59,32,22,946
60,32,20,948
61,32,19,949
62,32,16,952
63,31,15,954
64,31,15,954
65,31,13,956
66,30,13,957
67,29,14,957
68,29,12,959
69,29,12,959
70,28,12,960
71,27,12,961
72,27,10,963
73,27,10,963
74,26,10,964
75,26,8,966
76,26,8,966
77,26,8,966
78,25,9,966
79,25,8,967
80,25,6,969
81,25,5,970
82,25,5,970
83,25,5,970
84,25,5,970
85,25,3,972
86,25,2,973
87,25,2,973
88,25,2,973
89,25,2,973
90,25,2,973
91,25,2,973
92,25,2,973
93,25,1,974
94,25,1,974
95,25,1,974
96,25,0,975
97,25,0,975
98,25,0,975
99,25,0,975
100,25,0,975
