Day,Susceptible,Infected,Recovered
1,999,1,0
2,998,2,0
3,998,2,0
4,995,5,0
5,991,8,1
6,989,8,3
7,976,21,3
8,957,37,6
9,932,59,9
10,903,82,15
11,861,116,23
12,807,156,37
13,751,198,51
14,712,217,71
15,653,247,100
16,604,276,120
17,561,293,146
18,530,297,173
19,490,305,205
20,466,301,233
21,432,309,259
22,385,319,296
23,356,305,339
24,326,316,358
25,295,308,397
26,270,300,430
27,250,289,461
28,230,282,488
29,214,270,516
30,194,265,541
31,175,261,564
32,161,250,589
33,147,238,615
34,134,229,637
35,126,213,661
36,116,204,680
37,108,200,692
38,100,190,710
39,91,184,725
40,86,167,747
41,82,153,765
42,76,142,782
43,71,136,793
44,66,127,807
45,61,115,824
46,57,113,830
47,51,110,839
48,47,105,848
49,47,98,855
50,46,85,869
51,41,79,880
52,39,69,892
53,37,63,900
54,36,61,903
55,36,54,910
56,36,48,916
57,36,45,919
58,35,39,926
59,35,35,930
60,34,30,936
61,33,28,939
62,33,24,943
63,32,23,945
64,32,20,948
65,32,17,951
66,32,17,951
67,32,16,952
68,31,15,954
69,31,14,955
70,31,13,956
71,31,12,957
72,31,10,959
73,31,9,960
74,31,9,960
75,31,7,962
76,31,7,962
77,31,6,963
78,31,4,965
79,31,4,965
80,31,4,965
81,31,4,965
82,31,3,966
83,31,3,966
84,31,3,966
85,31,3,966
86,31,3,966
87,31,3,966
88,31,3,966
89,31,2,967
90,31,2,967
91,31,2,967
92,31,1,968
93,31,1,968
94,31,1,968
95,31,1,968
96,31,1,968
97,31,1,968
98,31,1,968
99,31,0,969
100,31,0,969
