Day,Susceptible,Infected,Recovered
1,999,1,0
2,989,11,0
3,970,29,1
4,934,63,3
5,890,98,12
6,849,128,23
7,799,165,36
8,750,200,50
9,702,228,70
10,656,252,92
11,608,265,127
12,564,282,154
13,526,295,179
14,487,301,212
15,455,298,247
16,425,290,285
17,392,289,319
18,373,278,349
19,343,277,380
20,322,276,402
21,302,264,434
22,278,254,468
23,265,235,500
24,242,236,522
25,228,228,544
26,213,213,574
27,199,205,596
28,191,193,616
29,179,184,637
30,167,172,661
31,160,169,671
32,150,164,686
33,141,152,707
34,134,141,725
35,128,131,741
36,124,125,751
37,117,116,767
38,112,113,775
39,111,103,786
40,108,92,800
41,107,87,806
42,105,81,814
43,104,70,826
44,103,63,834
45,102,58,840
46,99,54,847
47,98,48,854
48,95,48,857
49,92,49,859
50,91,44,865
51,90,40,870
52,89,37,874
53,88,37,875
54,85,32,883
55,85,28,887
56,85,26,889
57,84,22,894
58,84,21,895
59,83,21,896
60,82,20,898
61,82,19,899
62,82,19,899
63,82,18,900
64,82,17,901
65,82,16,902
66,81,15,904
67,81,15,904
68,81,14,905
69,81,12,907
70,81,11,908
71,81,9,910
72,81,8,911
73,80,9,911
74,80,8,912
75,80,6,914
76,80,6,914
77,80,6,914
78,80,6,914
79,80,6,914
80,80,5,915
81,80,4,916
82,80,4,916
83,80,3,917
84,80,2,918
85,80,2,918
86,80,0,920
87,80,0,920
88,80,0,920
89,80,0,920
90,80,0,920
91,80,0,920
92,80,0,920
93,80,0,920
94,80,0,920
95,80,0,920
96,80,0,920
97,80,0,920
98,80,0,920
99,80,0,920
100,80,0,920
