Day,Susceptible,Infected,Recovered
1,999,1,0
2,998,2,0
3,998,2,0
4,998,2,0
5,997,2,1
6,996,3,1
7,995,4,1
8,994,4,2
9,994,4,2
10,991,6,3
11,991,5,4
12,990,6,4
13,988,6,6
14,988,5,7
15,988,4,8
16,988,4,8
17,987,3,10
18,986,4,10
19,985,5,10
20,985,4,11
21,983,4,13
22,980,7,13
23,979,8,13
24,977,9,14
25,973,13,14
26,964,21,15
27,959,23,18
28,954,26,20
29,949,29,22
30,938,38,24
31,929,47,24
32,925,46,29
33,916,49,35
34,902,57,41
35,889,63,48
36,877,66,57
37,862,77,61
38,837,96,67
39,825,100,75
40,800,118,82
41,775,129,96
42,751,146,103
43,724,157,119
44,699,160,141
45,667,184,149
46,632,207,161
47,609,205,186
48,577,224,199
49,546,231,223
50,519,228,253
51,480,249,271
52,444,258,298
53,417,257,326
54,384,266,350
55,352,270,378
56,321,278,401
57,288,280,432
58,272,271,457
59,250,262,488
60,226,259,515
61,200,252,548
62,190,230,580
63,172,233,595
64,157,231,612
65,147,224,629
66,138,202,660
67,128,185,687
68,123,167,710
69,114,153,733
70,110,133,757
71,105,130,765
72,98,126,776
73,94,112,794
74,90,103,807
75,88,101,811
76,87,93,820
77,82,88,830
78,79,85,836
79,78,82,840
80,77,74,849
81,74,70,856
82,74,65,861
83,73,62,865
84,72,56,872
85,71,54,875
86,68,50,882
87,66,49,885
88,65,46,889
89,63,43,894
90,63,37,900
91,63,33,904
92,63,29,908
93,63,26,911
94,63,24,913
95,62,23,915
96,61,23,916
97,61,22,917
98,60,20,920
99,58,18,924
100,58,16,926
