Day,Susceptible,Infected,Recovered
1,999,1,0
2,977,23,0
3,928,72,0
4,852,142,6
5,753,227,20
6,636,319,45
7,553,383,64
8,471,428,101
9,387,459,154
10,326,478,196
11,280,489,231
12,229,486,285
13,191,463,346
14,155,458,387
15,133,433,434
16,120,412,468
17,110,388,502
18,93,359,548
19,92,314,594
20,87,279,634
21,79,267,654
22,73,249,678
23,70,222,708
24,68,199,733
25,65,174,761
26,65,153,782
27,65,134,801
28,63,120,817
29,63,111,826
30,63,106,831
31,63,94,843
32,62,88,850
33,62,78,860
34,62,76,862
35,62,67,871
36,62,57,881
37,62,51,887
38,62,46,892
39,62,41,897
40,62,37,901
41,62,30,908
42,62,26,912
43,62,23,915
44,62,22,916
45,62,21,917
46,62,19,919
47,62,18,920
48,62,14,924
49,62,13,925
50,62,13,925
51,62,12,926
52,62,12,926
53,62,10,928
54,62,10,928
55,62,8,930
56,62,8,930
57,62,7,931
58,62,6,932
59,62,4,934
60,62,3,935
61,62,3,935
62,62,3,935
63,62,3,935
64,62,3,935
65,62,3,935
66,62,3,935
67,62,3,935
68,62,2,936
69,62,2,936
70,62,2,936
71,62,2,936
72,62,2,936
73,62,2,936
74,62,2,936
75,62,2,936
76,62,2,936
77,62,2,936
78,62,2,936
79,62,2,936
80,62,2,936
81,62,1,937
82,62,1,937
83,62,1,937
84,62,1,937
85,62,1,937
86,62,1,937
87,62,0,938
88,62,0,938
89,62,0,938
90,62,0,938
91,62,0,938
92,62,0,938
93,62,0,938
94,62,0,938
95,62,0,938
96,62,0,938
97,62,0,938
98,62,0,938
99,62,0,938
100,62,0,938
