Day,Susceptible,Infected,Recovered
1,2399,1,0
2,2397,3,0
3,2396,4,0
4,2395,5,0
5,2394,6,0
6,2394,6,0
7,2393,7,0
8,2391,9,0
9,2389,10,1
10,2386,11,3
11,2384,11,5
12,2380,14,6
13,2377,14,9
14,2374,16,10
15,2371,19,10
16,2369,20,11
17,2367,21,12
18,2364,20,16
19,2363,20,17
20,2361,17,22
21,2359,14,27
22,2356,14,30
23,2354,15,31
24,2352,16,32
25,2350,17,33
26,2343,22,35
27,2338,26,36
28,2336,25,39
29,2336,23,41
30,2333,23,44
31,2330,24,46
32,2328,25,47
33,2323,29,48
34,2317,33,50
35,2314,33,53
36,2309,33,58
37,2306,33,61
38,2301,31,68
39,2296,31,73
40,2290,32,78
41,2284,35,81
42,2278,37,85
43,2272,41,87
44,2266,42,92
45,2259,44,97
46,2256,46,98
47,2249,52,99
48,2243,56,101
49,2235,56,109
50,2226,60,114
51,2216,65,119
52,2210,64,126
53,2196,70,134
54,2189,67,144
55,2181,69,150
56,2172,72,156
57,2164,74,162
58,2152,76,172
59,2138,82,180
60,2127,89,184
61,2117,94,189
62,2106,96,198
63,2093,97,210
64,2082,100,218
65,2067,105,228
66,2052,112,236
67,2043,109,248
68,2034,107,259
69,2021,107,272
70,2007,107,286
71,1996,107,297
72,1983,109,308
73,1975,112,313
74,1964,108,328
75,1952,112,336
76,1939,113,348
77,1918,124,358
78,1909,125,366
79,1885,141,374
80,1866,149,385
81,1847,150,403
82,1829,149,422
83,1810,157,433
84,1797,155,448
85,1785,151,464
86,1774,145,481
87,1764,146,490
88,1743,151,506
89,1720,163,517
90,1707,161,532
91,1693,161,546
92,1679,166,555
93,1661,163,576
94,1641,163,596
95,1626,159,615
96,1612,163,625
97,1597,163,640
98,1585,164,651
99,1573,155,672
100,1562,148,690
