Day,Susceptible,Infected,Recovered
1,999,1,0
2,998,2,0
3,993,7,0
4,983,16,1
5,955,43,2
6,882,110,8
7,770,211,19
8,648,316,36
9,548,385,67
10,444,452,104
11,350,506,144
12,285,527,188
13,228,530,242
14,178,538,284
15,137,531,332
16,117,496,387
17,91,477,432
18,78,435,487
19,65,403,532
20,57,372,571
21,45,354,601
22,40,328,632
23,29,311,660
24,23,286,691
25,20,262,718
26,15,236,749
27,13,218,769
28,13,198,789
29,12,179,809
30,11,158,831
31,9,142,849
32,9,133,858
33,8,115,877
34,8,101,891
35,8,94,898
36,7,88,905
37,7,74,919
38,7,65,928
39,7,57,936
40,7,50,943
41,6,48,946
42,6,45,949
43,5,44,951
44,5,36,959
45,5,31,964
46,5,27,968
47,5,25,970
48,5,23,972
49,5,23,972
50,5,21,974
51,5,19,976
52,5,18,977
53,5,17,978
54,5,15,980
55,5,13,982
56,5,13,982
57,5,13,982
58,5,12,983
59,5,11,984
60,5,11,984
61,5,9,986
62,5,9,986
63,5,9,986
64,5,8,987
65,5,7,988
66,5,6,989
67,5,6,989
68,5,6,989
69,5,5,990
70,5,5,990
71,5,3,992
72,5,3,992
73,5,3,992
74,5,3,992
75,5,3,992
76,5,3,992
77,5,1,994
78,5,1,994
79,5,1,994
80,5,1,994
81,5,0,995
82,5,0,995
83,5,0,995
84,5,0,995
85,5,0,995
86,5,0,995
87,5,0,995
88,5,0,995
89,5,0,995
90,5,0,995
91,5,0,995
92,5,0,995
93,5,0,995
94,5,0,995
95,5,0,995
96,5,0,995
97,5,0,995
98,5,0,995
99,5,0,995
100,5,0,995
