Day,Susceptible,Infected,Recovered
1,999,1,0
2,998,1,1
3,998,1,1
4,996,3,1
5,995,4,1
6,992,7,1
7,991,7,2
8,990,7,3
9,989,8,3
10,989,8,3
11,989,8,3
12,989,7,4
13,989,7,4
14,989,5,6
15,989,4,7
16,989,4,7
17,989,3,8
18,989,1,10
19,989,1,10
20,989,1,10
21,989,1,10
22,989,1,10
23,989,1,10
24,989,1,10
25,989,1,10
26,989,1,10
27,989,1,10
28,989,0,11
29,989,0,11
30,989,0,11
31,989,0,11
32,989,0,11
33,989,0,11
34,989,0,11
35,989,0,11
36,989,0,11
37,989,0,11
38,989,0,11
39,989,0,11
40,989,0,11
41,989,0,11
42,989,0,11
43,989,0,11
44,989,0,11
45,989,0,11
46,989,0,11
47,989,0,11
48,989,0,11
49,989,0,11
50,989,0,11
51,989,0,11
52,989,0,11
53,989,0,11
54,989,0,11
55,989,0,11
56,989,0,11
57,989,0,11
58,989,0,11
59,989,0,11
60,989,0,11
61,989,0,11
62,989,0,11
63,989,0,11
64,989,0,11
65,989,0,11
66,989,0,11
67,989,0,11
68,989,0,11
69,989,0,11
70,989,0,11
71,989,0,11
72,989,0,11
73,989,0,11
74,989,0,11
75,989,0,11
76,989,0,11
77,989,0,11
78,989,0,11
79,989,0,11
80,989,0,11
81,989,0,11
82,989,0,11
83,989,0,11
84,989,0,11
85,989,0,11
86,989,0,11
87,989,0,11
88,989,0,11
89,989,0,11
90,989,0,11
91,989,0,11
92,989,0,11
93,989,0,11
94,989,0,11
95,989,0,11
96,989,0,11
97,989,0,11
98,989,0,11
99,989,0,11
100,989,0,11
