Day,Susceptible,Infected,Recovered
1,999,1,0
2,998,2,0
3,997,3,0
4,995,5,0
5,992,8,0
6,990,9,1
7,990,9,1
8,988,10,2
9,988,9,3
10,987,10,3
11,985,11,4
12,985,10,5
13,982,13,5
14,980,14,6
15,976,17,7
16,974,16,10
17,972,16,12
18,970,16,14
19,967,18,15
20,964,20,16
21,958,24,18
22,956,21,23
23,950,24,26
24,944,27,29
25,944,25,31
26,941,26,33
27,937,28,35
28,933,30,37
29,928,35,37
30,924,38,38
31,915,42,43
32,911,41,48
33,910,39,51
34,904,41,55
35,899,43,58
36,895,43,62
37,889,47,64
38,876,58,66
39,863,65,72
40,853,70,77
41,840,70,90
42,832,71,97
43,824,72,104
44,820,68,112
45,811,70,119
46,805,67,128
47,802,59,139
48,791,68,141
49,786,68,146
50,782,63,155
51,776,62,162
52,772,57,171
53,768,58,174
54,763,61,176
55,755,62,183
56,750,62,188
57,749,58,193
58,741,59,200
59,736,60,204
60,732,59,209
61,724,59,217
62,722,55,223
63,717,53,230
64,709,58,233
65,703,60,237
66,697,57,246
67,692,60,248
68,689,60,251
69,685,55,260
70,679,57,264
71,673,60,267
72,669,60,271
73,666,58,276
74,665,53,282
75,661,52,287
76,656,54,290
77,650,56,294
78,643,59,298
79,641,57,302
80,636,57,307
81,630,56,314
82,626,54,320
83,617,57,326
84,609,62,329
85,604,60,336
86,598,62,340
87,596,58,346
88,590,61,349
89,586,56,358
90,583,51,366
91,582,50,368
92,577,54,369
93,570,56,374
94,567,56,377
95,564,54,382
96,557,57,386
97,550,54,396
98,547,51,402
99,543,47,410
100,538,46,416
