Day,Susceptible,Infected,Recovered
1,999,1,0
2,997,3,0
3,994,5,1
4,982,17,1
5,969,30,1
6,934,62,4
7,882,108,10
8,817,168,15
9,729,243,28
10,646,301,53
11,577,337,86
12,507,371,122
13,459,388,153
14,398,402,200
15,354,412,234
16,304,415,281
17,273,398,329
18,243,380,377
19,220,364,416
20,193,346,461
21,175,335,490
22,161,312,527
23,142,304,554
24,130,287,583
25,118,273,609
26,108,256,636
27,101,238,661
28,90,231,679
29,79,223,698
30,73,210,717
31,64,201,735
32,55,191,754
33,50,178,772
34,45,163,792
35,42,153,805
36,39,130,831
37,34,126,840
38,33,109,858
39,32,98,870
40,28,92,880
41,26,80,894
42,25,70,905
43,25,61,914
44,24,55,921
45,24,51,925
46,23,47,930
47,23,43,934
48,22,38,940
49,22,35,943
50,22,30,948
51,22,27,951
52,22,21,957
53,22,18,960
54,22,18,960
55,22,16,962
56,22,15,963
57,22,15,963
58,22,15,963
59,22,14,964
60,22,13,965
61,22,12,966
62,22,11,967
63,22,10,968
64,22,9,969
65,22,8,970
66,22,8,970
67,22,8,970
68,22,8,970
69,22,6,972
70,22,5,973
71,22,5,973
72,22,5,973
73,22,5,973
74,22,5,973
75,22,5,973
76,22,3,975
77,22,3,975
78,22,2,976
79,22,1,977
80,22,1,977
81,22,1,977
82,22,0,978
83,22,0,978
84,22,0,978
85,22,0,978
86,22,0,978
87,22,0,978
88,22,0,978
89,22,0,978
90,22,0,978
91,22,0,978
92,22,0,978
93,22,0,978
94,22,0,978
95,22,0,978
96,22,0,978
97,22,0,978
98,22,0,978
99,22,0,978
100,22,0,978
