Day,Susceptible,Infected,Recovered
1,999,1,0
2,998,2,0
3,993,6,1
4,988,10,2
5,984,14,2
6,975,22,3
7,966,29,5
8,956,35,9
9,946,42,12
10,931,50,19
11,911,64,25
12,877,91,32
13,835,127,38
14,778,169,53
15,708,223,69
16,643,272,85
17,577,316,107
18,503,358,139
19,432,396,172
20,380,410,210
21,337,406,257
22,295,409,296
23,269,397,334
24,242,380,378
25,213,362,425
26,192,347,461
27,172,327,501
28,146,322,532
29,132,307,561
30,117,291,592
31,99,284,617
32,86,270,644
33,73,269,658
34,67,244,689
35,59,233,708
36,51,210,739
37,47,194,759
38,42,176,782
39,37,158,805
40,34,148,818
41,32,133,835
42,29,126,845
43,23,116,861
44,22,108,870
45,19,101,880
46,18,88,894
47,15,83,902
48,13,78,909
49,13,72,915
50,12,68,920
51,12,57,931
52,12,53,935
53,11,49,940
54,11,44,945
55,11,38,951
56,11,36,953
57,11,33,956
58,11,31,958
59,11,30,959
60,11,26,963
61,11,25,964
62,11,22,967
63,11,20,969
64,11,18,971
65,11,18,971
66,11,17,972
67,11,16,973
68,11,15,974
69,11,11,978
70,11,11,978
71,11,10,979
72,11,9,980
73,11,8,981
74,11,6,983
75,11,6,983
76,11,6,983
77,11,5,984
78,11,5,984
79,11,5,984
80,11,4,985
81,11,4,985
82,11,3,986
83,11,3,986
84,11,3,986
85,11,3,986
86,11,3,986
87,11,3,986
88,11,3,986
89,11,3,986
90,11,3,986
91,11,3,986
92,11,2,987
93,11,2,987
94,11,2,987
95,11,2,987
96,11,2,987
97,11,2,987
98,11,2,987
99,11,2,987
100,11,2,987
