Day,Susceptible,Infected,Recovered
1,9999,1,0
2,9998,2,0
3,9998,1,1
4,9998,1,1
5,9998,1,1
6,9998,1,1
7,9998,1,1
8,9997,2,1
9,9997,2,1
10,9997,2,1
11,9996,3,1
12,9996,3,1
13,9995,4,1
14,9994,4,2
15,9993,5,2
16,9992,6,2
17,9991,6,3
18,9991,4,5
19,9990,5,5
20,9989,5,6
21,9988,6,6
22,9986,8,6
23,9986,8,6
24,9985,8,7
25,9983,10,7
26,9983,9,8
27,9982,10,8
28,9981,8,11
29,9980,8,12
30,9978,10,12
31,9977,9,14
32,9976,10,14
33,9975,11,14
34,9975,11,14
35,9974,12,14
36,9973,11,16
37,9972,12,16
38,9970,14,16
39,9967,14,19
40,9966,14,20
41,9966,13,21
42,9964,15,21
43,9962,17,21
44,9960,17,23
45,9956,20,24
46,9955,20,25
47,9953,16,31
48,9951,14,35
49,9949,15,36
50,9947,15,38
51,9944,16,40
52,9942,17,41
53,9940,18,42
54,9937,17,46
55,9934,19,47
56,9933,18,49
57,9930,18,52
58,9928,18,54
59,9927,17,56
60,9924,18,58
61,9924,15,61
62,9921,18,61
63,9920,17,63
64,9918,16,66
65,9917,16,67
66,9915,17,68
67,9913,17,70
68,9911,16,73
69,9908,16,76
70,9908,13,79
71,9907,13,80
72,9905,12,83
73,9903,12,85
74,9901,11,88
75,9899,12,89
76,9898,13,89
77,9897,14,89
78,9897,14,89
79,9897,13,90
80,9896,13,91
81,9895,13,92
82,9895,13,92
83,9894,13,93
84,9893,13,94
85,9892,14,94
86,9892,13,95
87,9891,13,96
88,9886,18,96
89,9885,18,97
90,9885,17,98
91,9885,17,98
92,9884,16,100
93,9882,15,103
94,9881,15,104
95,9880,14,106
96,9879,13,108
97,9876,15,109
98,9874,15,111
99,9872,16,112
100,9871,17,112
