Day,Susceptible,Infected,Recovered
1,999,1,0
2,990,10,0
3,967,33,0
4,928,68,4
5,876,114,10
6,819,155,26
7,732,230,38
8,660,282,58
9,590,311,99
10,518,356,126
11,458,381,161
12,392,408,200
13,353,404,243
14,318,401,281
15,281,411,308
16,250,403,347
17,220,389,391
18,193,374,433
19,175,358,467
20,156,341,503
21,144,324,532
22,122,323,555
23,113,294,593
24,98,278,624
25,88,262,650
26,81,250,669
27,74,229,697
28,69,206,725
29,63,189,748
30,58,176,766
31,53,170,777
32,50,151,799
33,45,140,815
34,42,127,831
35,41,110,849
36,39,95,866
37,38,88,874
38,36,83,881
39,35,74,891
40,34,69,897
41,33,66,901
42,32,62,906
43,31,55,914
44,30,52,918
45,30,50,920
46,29,50,921
47,29,44,927
48,29,39,932
49,29,35,936
50,29,32,939
51,29,31,940
52,29,28,943
53,29,23,948
54,29,20,951
55,28,21,951
56,28,17,955
57,28,14,958
58,28,14,958
59,28,13,959
60,28,10,962
61,28,8,964
62,28,7,965
63,28,7,965
64,28,5,967
65,28,5,967
66,28,5,967
67,28,5,967
68,28,5,967
69,28,4,968
70,28,4,968
71,28,3,969
72,28,3,969
73,28,3,969
74,28,3,969
75,28,3,969
76,28,3,969
77,28,2,970
78,28,2,970
79,28,2,970
80,28,2,970
81,28,1,971
82,28,1,971
83,28,1,971
84,28,1,971
85,28,1,971
86,28,1,971
87,28,1,971
88,28,1,971
89,28,1,971
90,28,1,971
91,28,1,971
92,28,1,971
93,28,1,971
94,28,1,971
95,28,1,971
96,28,1,971
97,28,1,971
98,28,1,971
99,28,1,971
100,28,1,971
