Day,Susceptible,Infected,Recovered
1,999,1,0
2,999,1,0
3,999,1,0
4,999,1,0
5,998,2,0
6,997,3,0
7,995,4,1
8,993,6,1
9,990,9,1
10,986,12,2
11,978,20,2
12,973,25,2
13,963,30,7
14,947,45,8
15,934,50,16
16,916,62,22
17,892,80,28
18,874,92,34
19,849,108,43
20,818,128,54
21,793,141,66
22,769,147,84
23,746,160,94
24,717,176,107
25,690,188,122
26,668,196,136
27,642,202,156
28,618,199,183
29,589,204,207
30,577,201,222
31,547,221,232
32,526,221,253
33,511,209,280
34,489,204,307
35,469,200,331
36,446,206,348
37,421,213,366
38,388,220,392
39,366,212,422
40,335,217,448
41,303,233,464
42,263,249,488
43,234,254,512
44,206,253,541
45,175,261,564
46,150,254,596
47,133,247,620
48,111,245,644
49,98,234,668
50,88,216,696
51,80,203,717
52,70,188,742
53,65,179,756
54,57,169,774
55,52,160,788
56,46,148,806
57,43,133,824
58,41,125,834
59,39,114,847
60,34,108,858
61,32,99,869
62,31,90,879
63,27,88,885
64,26,78,896
65,24,72,904
66,23,67,910
67,23,62,915
68,20,63,917
69,20,52,928
70,20,44,936
71,19,41,940
72,19,36,945
73,19,29,952
74,19,26,955
75,19,23,958
76,19,22,959
77,19,21,960
78,19,18,963
79,19,17,964
80,19,14,967
81,19,11,970
82,19,10,971
83,19,10,971
84,19,10,971
85,19,8,973
86,19,7,974
87,19,7,974
88,19,6,975
89,19,5,976
90,19,4,977
91,19,4,977
92,19,4,977
93,19,3,978
94,19,3,978
95,19,3,978
96,19,3,978
97,19,2,979
98,19,1,980
99,19,0,981
100,19,0,981
